region,subregion,station,abbreviation,elevation,year,month,precip,avg precip,pct of avg
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Donner Mem St Park,DMS,5937,2013,Aug,0.0,0.55,0.0
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Donner Mem St Park,DMS,5937,2013,Sep,0.35,0.72,49.0
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Donner Mem St Park,DMS,5937,2013,Oct-Sep,,40.32,
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Donner Mem St Park,DMS,5937,2013,Wat-Yr,,40.34,
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Boca,BCA,5575,2013,Oct,1.03,1.7,61.0
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Boca,BCA,5575,2013,Nov,2.94,2.82,104.0
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Boca,BCA,5575,2013,Dec,8.13,3.62,225.0
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Boca,BCA,5575,2013,Jan,0.3,3.85,8.0
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Boca,BCA,5575,2013,Feb,0.06,3.16,2.0
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Boca,BCA,5575,2013,Mar,1.31,2.7,49.0
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Boca,BCA,5575,2013,Apr,0.22,1.36,16.0
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Boca,BCA,5575,2013,May,1.61,1.12,144.0
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Boca,BCA,5575,2013,Jun,0.23,0.63,37.0
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Boca,BCA,5575,2013,Jul,0.36,0.48,75.0
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Boca,BCA,5575,2013,Aug,0.01,0.49,2.0
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Boca,BCA,5575,2013,Sep,0.49,0.57,86.0
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Boca,BCA,5575,2013,Oct-Sep,16.69,22.5,74.0
NORTH LAHONTAN,LAKE TAHOE - TRUCKEE RIVER,Boca,BCA,5575,2013,Wat-Yr,,22.5,74.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bodie,BDE,8370,2013,Oct,0.35,0.65,54.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bodie,BDE,8370,2013,Nov,0.59,1.51,39.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bodie,BDE,8370,2013,Dec,3.57,1.72,208.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bodie,BDE,8370,2013,Jan,0.3,2.14,14.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bodie,BDE,8370,2013,Feb,0.39,1.7,23.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bodie,BDE,8370,2013,Mar,0.12,1.86,6.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bodie,BDE,8370,2013,Apr,0.55,1.01,54.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bodie,BDE,8370,2013,May,0.01,0.9,1.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bodie,BDE,8370,2013,Jun,0.0,0.7,0.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bodie,BDE,8370,2013,Jul,1.26,0.91,138.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bodie,BDE,8370,2013,Aug,1.04,0.67,155.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bodie,BDE,8370,2013,Sep,0.46,0.63,73.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bodie,BDE,8370,2013,Oct-Sep,8.64,14.4,60.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bodie,BDE,8370,2013,Wat-Yr,,14.4,60.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bridgeport R S,BDG,6470,2013,Oct,0.46,0.44,105.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bridgeport R S,BDG,6470,2013,Nov,0.6,0.94,64.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bridgeport R S,BDG,6470,2013,Dec,4.63,1.34,346.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bridgeport R S,BDG,6470,2013,Jan,0.25,1.7,15.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bridgeport R S,BDG,6470,2013,Feb,0.04,1.42,3.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bridgeport R S,BDG,6470,2013,Mar,0.44,0.84,52.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bridgeport R S,BDG,6470,2013,Apr,0.14,0.46,30.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bridgeport R S,BDG,6470,2013,May,0.31,0.52,60.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bridgeport R S,BDG,6470,2013,Jun,0.22,0.46,48.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bridgeport R S,BDG,6470,2013,Jul,1.23,0.48,256.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bridgeport R S,BDG,6470,2013,Aug,0.37,0.32,116.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bridgeport R S,BDG,6470,2013,Sep,0.37,0.45,82.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bridgeport R S,BDG,6470,2013,Oct-Sep,9.06,9.37,97.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Bridgeport R S,BDG,6470,2013,Wat-Yr,,9.37,97.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Grover Hot Springs,GHS,5820,2013,Oct,1.16,1.6,72.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Grover Hot Springs,GHS,5820,2013,Nov,3.18,4.2,76.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Grover Hot Springs,GHS,5820,2013,Dec,5.86,4.71,124.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Grover Hot Springs,GHS,5820,2013,Jan,0.42,6.01,7.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Grover Hot Springs,GHS,5820,2013,Feb,0.21,3.19,7.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Grover Hot Springs,GHS,5820,2013,Mar,0.6,3.04,20.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Grover Hot Springs,GHS,5820,2013,Apr,1.1,1.73,64.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Grover Hot Springs,GHS,5820,2013,May,1.29,1.02,126.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Grover Hot Springs,GHS,5820,2013,Jun,0.27,0.82,33.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Grover Hot Springs,GHS,5820,2013,Jul,1.47,0.52,283.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Grover Hot Springs,GHS,5820,2013,Aug,0.02,0.76,3.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Grover Hot Springs,GHS,5820,2013,Sep,,0.63,
NORTH LAHONTAN,CARSON - WALKER RIVERS,Grover Hot Springs,GHS,5820,2013,Oct-Sep,,28.23,
NORTH LAHONTAN,CARSON - WALKER RIVERS,Grover Hot Springs,GHS,5820,2013,Wat-Yr,,28.23,
NORTH LAHONTAN,CARSON - WALKER RIVERS,Markleeville,MKV,5530,2013,Oct,,1.05,
NORTH LAHONTAN,CARSON - WALKER RIVERS,Markleeville,MKV,5530,2013,Nov,,2.36,
NORTH LAHONTAN,CARSON - WALKER RIVERS,Markleeville,MKV,5530,2013,Dec,,3.07,
NORTH LAHONTAN,CARSON - WALKER RIVERS,Markleeville,MKV,5530,2013,Jan,,3.73,
NORTH LAHONTAN,CARSON - WALKER RIVERS,Markleeville,MKV,5530,2013,Feb,,2.83,
NORTH LAHONTAN,CARSON - WALKER RIVERS,Markleeville,MKV,5530,2013,Mar,1.0,1.87,53.0
NORTH LAHONTAN,CARSON - WALKER RIVERS,Markleeville,MKV,5530,2013,Apr,,1.32,
NORTH LAHONTAN,CARSON - WALKER RIVERS,Markleeville,MKV,5530,2013,May,,0.87,
NORTH LAHONTAN,CARSON - WALKER RIVERS,Markleeville,MKV,5530,2013,Jun,,0.56,
NORTH LAHONTAN,CARSON - WALKER RIVERS,Markleeville,MKV,5530,2013,Jul,,0.5,
NORTH LAHONTAN,CARSON - WALKER RIVERS,Markleeville,MKV,5530,2013,Aug,,0.44,
NORTH LAHONTAN,CARSON - WALKER RIVERS,Markleeville,MKV,5530,2013,Sep,,0.44,
NORTH LAHONTAN,CARSON - WALKER RIVERS,Markleeville,MKV,5530,2013,Oct-Sep,,19.04,
NORTH LAHONTAN,CARSON - WALKER RIVERS,Markleeville,MKV,5530,2013,Wat-Yr,,19.04,
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Ellery Lake,ERY,9645,2013,Oct,1.25,1.25,100.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Ellery Lake,ERY,9645,2013,Nov,2.5,2.69,93.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Ellery Lake,ERY,9645,2013,Dec,5.1,4.1,124.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Ellery Lake,ERY,9645,2013,Jan,0.44,4.42,10.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Ellery Lake,ERY,9645,2013,Feb,0.16,3.57,4.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Ellery Lake,ERY,9645,2013,Mar,1.1,2.83,39.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Ellery Lake,ERY,9645,2013,Apr,0.36,1.83,20.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Ellery Lake,ERY,9645,2013,May,0.8,1.02,78.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Ellery Lake,ERY,9645,2013,Jun,0.24,0.68,35.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Ellery Lake,ERY,9645,2013,Jul,0.04,0.72,6.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Ellery Lake,ERY,9645,2013,Aug,0.2,0.62,32.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Ellery Lake,ERY,9645,2013,Sep,0.4,0.73,55.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Ellery Lake,ERY,9645,2013,Oct-Sep,12.59,24.46,51.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Ellery Lake,ERY,9645,2013,Wat-Yr,,24.46,51.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,South Lake,SLK,9600,2013,Oct,0.88,0.82,107.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,South Lake,SLK,9600,2013,Nov,1.5,1.63,92.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,South Lake,SLK,9600,2013,Dec,3.14,3.1,101.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,South Lake,SLK,9600,2013,Jan,1.0,3.08,32.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,South Lake,SLK,9600,2013,Feb,0.4,2.76,14.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,South Lake,SLK,9600,2013,Mar,0.16,2.15,7.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,South Lake,SLK,9600,2013,Apr,0.44,1.45,30.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,South Lake,SLK,9600,2013,May,0.68,0.84,81.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,South Lake,SLK,9600,2013,Jun,0.08,0.45,18.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,South Lake,SLK,9600,2013,Jul,1.56,0.58,269.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,South Lake,SLK,9600,2013,Aug,0.6,0.64,94.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,South Lake,SLK,9600,2013,Sep,0.44,0.64,69.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,South Lake,SLK,9600,2013,Oct-Sep,10.88,18.14,60.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,South Lake,SLK,9600,2013,Wat-Yr,,18.14,60.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Lake Sabrina,SBN,9065,2013,Oct,0.68,0.87,78.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Lake Sabrina,SBN,9065,2013,Nov,1.0,1.35,74.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Lake Sabrina,SBN,9065,2013,Dec,2.3,2.88,80.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Lake Sabrina,SBN,9065,2013,Jan,0.6,2.68,22.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Lake Sabrina,SBN,9065,2013,Feb,0.24,2.74,9.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Lake Sabrina,SBN,9065,2013,Mar,0.28,1.97,14.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Lake Sabrina,SBN,9065,2013,Apr,0.24,1.3,18.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Lake Sabrina,SBN,9065,2013,May,0.44,0.77,57.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Lake Sabrina,SBN,9065,2013,Jun,0.04,0.43,9.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Lake Sabrina,SBN,9065,2013,Jul,2.04,0.64,319.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Lake Sabrina,SBN,9065,2013,Aug,0.76,0.59,129.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Lake Sabrina,SBN,9065,2013,Sep,0.12,0.55,22.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Lake Sabrina,SBN,9065,2013,Oct-Sep,8.74,16.77,52.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Lake Sabrina,SBN,9065,2013,Wat-Yr,,16.77,52.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Gem  Lake,GLK,9054,2013,Oct,1.3,1.06,123.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Gem  Lake,GLK,9054,2013,Nov,2.7,2.18,124.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Gem  Lake,GLK,9054,2013,Dec,2.6,3.57,73.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Gem  Lake,GLK,9054,2013,Jan,1.4,3.41,41.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Gem  Lake,GLK,9054,2013,Feb,0.2,3.3,6.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Gem  Lake,GLK,9054,2013,Mar,0.76,2.43,31.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Gem  Lake,GLK,9054,2013,Apr,0.24,1.59,15.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Gem  Lake,GLK,9054,2013,May,0.12,0.9,13.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Gem  Lake,GLK,9054,2013,Jun,0.12,0.48,25.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Gem  Lake,GLK,9054,2013,Jul,0.6,0.54,111.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Gem  Lake,GLK,9054,2013,Aug,0.76,0.58,131.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Gem  Lake,GLK,9054,2013,Sep,0.4,0.66,61.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Gem  Lake,GLK,9054,2013,Oct-Sep,11.2,20.7,54.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Gem  Lake,GLK,9054,2013,Wat-Yr,,20.7,54.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Crooked Creek (Long Valley),CRC,6800,2013,Oct,0.24,0.37,65.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Crooked Creek (Long Valley),CRC,6800,2013,Nov,0.42,0.87,48.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Crooked Creek (Long Valley),CRC,6800,2013,Dec,2.12,1.82,116.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Crooked Creek (Long Valley),CRC,6800,2013,Jan,0.06,1.96,3.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Crooked Creek (Long Valley),CRC,6800,2013,Feb,0.0,1.78,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Crooked Creek (Long Valley),CRC,6800,2013,Mar,0.0,1.16,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Crooked Creek (Long Valley),CRC,6800,2013,Apr,0.02,0.59,3.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Crooked Creek (Long Valley),CRC,6800,2013,May,0.3,0.44,68.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Crooked Creek (Long Valley),CRC,6800,2013,Jun,0.06,0.27,22.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Crooked Creek (Long Valley),CRC,6800,2013,Jul,0.39,0.36,108.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Crooked Creek (Long Valley),CRC,6800,2013,Aug,,0.27,
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Crooked Creek (Long Valley),CRC,6800,2013,Sep,0.1,0.28,36.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Crooked Creek (Long Valley),CRC,6800,2013,Oct-Sep,,10.17,
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Crooked Creek (Long Valley),CRC,6800,2013,Wat-Yr,,10.17,
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Bishop,BIS,4140,2013,Oct,0.42,0.31,135.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Bishop,BIS,4140,2013,Nov,0.04,0.49,8.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Bishop,BIS,4140,2013,Dec,0.77,1.03,75.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Bishop,BIS,4140,2013,Jan,0.0,1.12,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Bishop,BIS,4140,2013,Feb,0.0,1.04,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Bishop,BIS,4140,2013,Mar,0.0,0.49,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Bishop,BIS,4140,2013,Apr,0.0,0.34,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Bishop,BIS,4140,2013,May,0.42,0.23,183.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Bishop,BIS,4140,2013,Jun,0.0,0.11,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Bishop,BIS,4140,2013,Jul,0.43,0.14,307.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Bishop,BIS,4140,2013,Aug,,0.15,
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Bishop,BIS,4140,2013,Sep,0.02,0.21,10.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Bishop,BIS,4140,2013,Oct-Sep,,5.66,
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Bishop,BIS,4140,2013,Wat-Yr,,5.66,
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Independence,IPN,3950,2013,Oct,0.47,0.25,188.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Independence,IPN,3950,2013,Nov,0.0,0.45,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Independence,IPN,3950,2013,Dec,0.56,1.05,53.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Independence,IPN,3950,2013,Jan,0.0,1.05,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Independence,IPN,3950,2013,Feb,0.0,0.96,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Independence,IPN,3950,2013,Mar,0.0,0.38,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Independence,IPN,3950,2013,Apr,0.0,0.27,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Independence,IPN,3950,2013,May,0.14,0.16,88.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Independence,IPN,3950,2013,Jun,0.0,0.06,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Independence,IPN,3950,2013,Jul,1.63,0.16,1019.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Independence,IPN,3950,2013,Aug,,0.16,
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Independence,IPN,3950,2013,Sep,0.13,0.19,68.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Independence,IPN,3950,2013,Oct-Sep,,5.14,
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Independence,IPN,3950,2013,Wat-Yr,,5.14,
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Cottonwood Gates,CTT,3775,2013,Oct,0.26,0.32,81.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Cottonwood Gates,CTT,3775,2013,Nov,0.02,0.48,4.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Cottonwood Gates,CTT,3775,2013,Dec,0.19,1.15,17.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Cottonwood Gates,CTT,3775,2013,Jan,0.17,1.29,13.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Cottonwood Gates,CTT,3775,2013,Feb,0.0,1.31,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Cottonwood Gates,CTT,3775,2013,Mar,0.0,0.69,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Cottonwood Gates,CTT,3775,2013,Apr,0.0,0.43,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Cottonwood Gates,CTT,3775,2013,May,0.03,0.18,17.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Cottonwood Gates,CTT,3775,2013,Jun,0.0,0.11,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Cottonwood Gates,CTT,3775,2013,Jul,0.84,0.19,442.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Cottonwood Gates,CTT,3775,2013,Aug,,0.25,
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Cottonwood Gates,CTT,3775,2013,Sep,0.0,0.25,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Cottonwood Gates,CTT,3775,2013,Oct-Sep,,6.65,
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Cottonwood Gates,CTT,3775,2013,Wat-Yr,,6.65,
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Haiwee,HWE,3774,2013,Oct,0.0,0.31,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Haiwee,HWE,3774,2013,Nov,0.05,0.57,9.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Haiwee,HWE,3774,2013,Dec,0.15,1.05,14.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Haiwee,HWE,3774,2013,Jan,0.38,1.07,36.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Haiwee,HWE,3774,2013,Feb,0.0,1.28,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Haiwee,HWE,3774,2013,Mar,0.1,0.77,13.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Haiwee,HWE,3774,2013,Apr,0.01,0.41,2.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Haiwee,HWE,3774,2013,May,0.05,0.21,24.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Haiwee,HWE,3774,2013,Jun,0.0,0.09,0.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Haiwee,HWE,3774,2013,Jul,1.31,0.2,655.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Haiwee,HWE,3774,2013,Aug,,0.3,
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Haiwee,HWE,3774,2013,Sep,0.02,0.28,7.0
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Haiwee,HWE,3774,2013,Oct-Sep,,6.54,
SOUTH LAHONTAN,MONO LAKE - OWENS RIVER,Haiwee,HWE,3774,2013,Wat-Yr,,6.54,
SOUTH LAHONTAN,DEATH VALLEY,China Lake Armitage,CNL,2220,2013,Oct,0.03,0.13,23.0
SOUTH LAHONTAN,DEATH VALLEY,China Lake Armitage,CNL,2220,2013,Nov,0.0,0.48,0.0
SOUTH LAHONTAN,DEATH VALLEY,China Lake Armitage,CNL,2220,2013,Dec,0.02,0.54,4.0
SOUTH LAHONTAN,DEATH VALLEY,China Lake Armitage,CNL,2220,2013,Jan,0.32,0.73,44.0
SOUTH LAHONTAN,DEATH VALLEY,China Lake Armitage,CNL,2220,2013,Feb,0.0,0.71,0.0
SOUTH LAHONTAN,DEATH VALLEY,China Lake Armitage,CNL,2220,2013,Mar,0.19,0.58,33.0
SOUTH LAHONTAN,DEATH VALLEY,China Lake Armitage,CNL,2220,2013,Apr,0.0,0.13,0.0
SOUTH LAHONTAN,DEATH VALLEY,China Lake Armitage,CNL,2220,2013,May,0.0,0.09,0.0
SOUTH LAHONTAN,DEATH VALLEY,China Lake Armitage,CNL,2220,2013,Jun,,0.02,
SOUTH LAHONTAN,DEATH VALLEY,China Lake Armitage,CNL,2220,2013,Jul,,0.22,
SOUTH LAHONTAN,DEATH VALLEY,China Lake Armitage,CNL,2220,2013,Aug,,0.38,
SOUTH LAHONTAN,DEATH VALLEY,China Lake Armitage,CNL,2220,2013,Sep,0.01,0.25,4.0
SOUTH LAHONTAN,DEATH VALLEY,China Lake Armitage,CNL,2220,2013,Oct-Sep,,4.26,
SOUTH LAHONTAN,DEATH VALLEY,China Lake Armitage,CNL,2220,2013,Wat-Yr,,4.26,
SOUTH LAHONTAN,DEATH VALLEY,Death Valley,DTV,-194,2013,Oct,0.59,0.12,492.0
SOUTH LAHONTAN,DEATH VALLEY,Death Valley,DTV,-194,2013,Nov,0.0,0.19,0.0
SOUTH LAHONTAN,DEATH VALLEY,Death Valley,DTV,-194,2013,Dec,0.02,0.22,9.0
SOUTH LAHONTAN,DEATH VALLEY,Death Valley,DTV,-194,2013,Jan,0.17,0.22,77.0
SOUTH LAHONTAN,DEATH VALLEY,Death Valley,DTV,-194,2013,Feb,0.0,0.36,0.0
SOUTH LAHONTAN,DEATH VALLEY,Death Valley,DTV,-194,2013,Mar,0.57,0.2,285.0
SOUTH LAHONTAN,DEATH VALLEY,Death Valley,DTV,-194,2013,Apr,0.0,0.15,0.0
SOUTH LAHONTAN,DEATH VALLEY,Death Valley,DTV,-194,2013,May,0.0,0.08,0.0
SOUTH LAHONTAN,DEATH VALLEY,Death Valley,DTV,-194,2013,Jun,0.0,0.03,0.0
SOUTH LAHONTAN,DEATH VALLEY,Death Valley,DTV,-194,2013,Jul,0.75,0.14,536.0
SOUTH LAHONTAN,DEATH VALLEY,Death Valley,DTV,-194,2013,Aug,0.07,0.13,54.0
SOUTH LAHONTAN,DEATH VALLEY,Death Valley,DTV,-194,2013,Sep,0.23,0.13,177.0
